"","google_knowledge_occupation","group","year","month","day","imie","nazwisko"
"1286","professor","Academic",2006,8,21,"Reza","Aslan"
"1287","former member of the united states senate","Politician",2006,8,22,"William","Cohen"
"1288","author","Media",2006,8,23,"Frederick","S. Lane"
"1289","actor","Acting",2006,8,24,"Martin","Short"
"1290","actor","Acting",2006,8,3,"Danny","DeVito"
"1291","journalist","Media",2006,8,8,"Brian","Williams"
"1292","editor","Media",2006,8,9,"Craig","Glenday"
"1293","actress","Acting",2006,9,11,"Maggie","Gyllenhaal"
"1294","former us senator","Politician",2006,9,12,"Gary","Hart"
"1295","political figure","Politician",2006,9,13,"Ed","Gillespie"
"1296","stand-up comedian","Comedy",2006,9,14,"Norm","Macdonald"
"1297","us president","Politician",2006,9,18,"Bill","Clinton"
"1298","actor","Acting",2006,9,19,"Ben","Affleck"
"1299","stunt perfomrer","Acting",2006,9,20,"Johnny","Knoxville"
"1300","documentarian","Media",2006,9,21,"CC","Goldwater"
"1301","former assistant to the president for communications","Political Aide",2006,9,25,"Pat","Buchanan"
"1302","former president of pakistan","Politician",2006,9,26,"Pervez","Musharraf"
"1303","united states senator","Politician",2006,9,27,"Al","Franken"
"1304","former governor of new jersey","Politician",2006,9,28,"Jim","McGreevey"
"1305","actress","Acting",2007,1,1,"Meryl","Streep"
"1306","author","Media",2007,1,1,"Sam","Sheridan"
"1307","former governor of arkansas","Politician",2007,1,10,"Fmr.","Gov. Mike Huckabee"
"1308","film actor","Acting",2007,1,11,"Peter","O'Toole"
"1309","author","Media",2007,1,15,"Josh","Bernstein"
"1310","historian","Academic",2007,1,16,"Michael","Oren"
"1311","american football wide reciever","Athletics",2007,1,17,"Jerry","Rice"
"1312","actress","Acting",2007,1,18,"Robin","Wright Penn"
"1313","military","Military",2007,1,22,"Gen.","Rupert Smith"
"1314","governor of virginia","Politician",2007,1,23,"Terry","McAuliffe"
"1315","former white house press secretary","Political Aide",2007,1,24,"Scott","McClellan"
"1316","us senator","Politician",2007,1,25,"Sen.","Chuck Schumer"
"1317","busines magnate","Business",2007,1,29,"Bill","Gates"
"1318","astrophysicist","Science",2007,1,30,"Neil","deGrasse Tyson"
"1319","us senator","Politician",2007,1,31,"Sen.","Joe Biden"
"1320","comedian","Comedy",2007,1,8,"Louis","C.K."
"1321","philosopher","Academic",2007,1,9,"Harry","Frankfurt"
"1322","commentator","Media",2007,10,1,"Jack","Cafferty"
"1323","author","Media",2007,10,10,"Lynne","Cheney"
"1324","journalist","Media",2007,10,11,"Howard","Kurtz"
"1325","former white house press secretary","Political Aide",2007,10,15,"Tony","Snow"
"1326","comedian","Comedy",2007,10,16,"Stephen","Colbert"
"1327","actor","Acting",2007,10,17,"Jake","Gyllenhaal"
"1328","actor","Acting",2007,10,18,"Ben","Affleck"
"1329","commentator","Media",2007,10,2,"Chris","Matthews"
"1330","columnist","Media",2007,10,29,"Michael","Gerson"
"1331","broadcaster","Media",2007,10,3,"Ted","Koppel"
"1332","author","Media",2007,10,30,"Valerie","Plame Wilson"
"1333","baseball player","Athletics",2007,10,31,"David","Wright"
"1334","law professor","Academic",2007,10,4,"Jack","Goldsmith"
"1335","former president of mexico","Politician",2007,10,8,"Vicente","Fox"
"1336","american football running back","Athletics",2007,10,9,"Tiki","Barber"
"1337","comedian","Comedy",2007,11,1,"Jerry","Seinfeld"
"1338","actress","Acting",2007,2,1,"Sienna","Miller"
"1339","academic","Academic",2007,2,12,"Jeffrey","Rosen"
"1340","author","Media",2007,2,13,"Christopher","Horner"
"1341","author","Media",2007,2,14,"Ishmael","Beah"
"1342","journalist","Media",2007,2,15,"Meredith","Vieira"
"1343","entrepreneur","Business",2007,2,26,"Craig","Newmark"
"1344","basketball player","Athletics",2007,2,27,"John","Amaechi"
"1345","actor","Acting",2007,2,28,"Jake","Gyllenhaal"
"1346","chef","Misc",2007,2,5,"Walter","Scheib"
"1347","television host","Media",2007,2,6,"Mike","Rowe"
"1348","activist","Advocacy",2007,2,7,"Ralph","Nader"
"1349","musician","Musician",2007,2,8,"John","Mellencamp"
"1350","minister","Clergy",2007,3,1,"Rev.","Al Sharpton"
"1351","us senator","Politician",2007,3,12,"Sen.","Christopher Dodd"
"1352","director","Media",2007,3,13,"John","Waters"
"1353","former united states national security advisor","Government",2007,3,14,"Zbigniew","Brzezinski"
"1354","actress","Acting",2007,3,15,"Sandra","Bullock"
"1355","professor","Academic",2007,3,19,"Stephen","Prothero"
"1356","lawyer","Misc",2007,3,20,"John","Bolton"
"1357","journalist","Media",2007,3,21,"Chris","Hansen"
"1358","actor","Acting",2007,3,22,"Don","Cheadle"
"1359","us senator","Politician",2007,3,26,"Sen.","John Kerry"
"1360","stand-up comedian","Comedy",2007,3,27,"Dennis","Miller"
"1361","former governor of new mexico","Politician",2007,3,28,"Gov.","Bill Richardson"
"1362","psychologist","Academic",2007,3,29,"Philip","Zimbardo"
"1363","journalist","Media",2007,3,5,"Bob","Woodruff"
"1364","surgeon","Science",2007,3,6,"Richard","Jadick"
"1365","trumpeter","Musician",2007,3,7,"Wynton","Marsalis"
"1366","0",NA,2007,3,8,"John","Bambenek"
"1367","physician","Science",2007,3,8,"Dr.","Sharon Moalem"
"1368","writer","Media",2007,4,10,"Walter","Isaacson"
"1369","actress","Acting",2007,4,11,"Halle","Berry"
"1370","writer","Media",2007,4,12,"Richard","Preston"
"1371","former white house chief of staff","Politician",2007,4,16,"Andrew","Card"
"1372","television actor","Acting",2007,4,17,"Sig","Hansen"
"1373","minister of defense","Politician",2007,4,18,"Ali","Allawi"
"1374","editor","Media",2007,4,19,"Jeremy","Scahill"
"1375","reporter","Media",2007,4,23,"Matthew","Cooper"
"1376","us senator","Politician",2007,4,24,"Sen.","John McCain"
"1377","comedian","Comedy",2007,4,25,"Garry","Shandling"
"1378","actor","Acting",2007,4,26,"Richard","Gere"
"1379","author","Media",2007,4,30,"Christopher","Hitchens"
"1380","former american senator","Politician",2007,4,9,"Bill","Bradley"
"1381","actor","Acting",2007,5,1,"Tobey","Maguire"
"1382","professor","Academic",2007,5,10,"Reza","Aslan"
"1383","broadcaster","Media",2007,5,14,"Jeremy","Paxman"
"1384","journalist","Media",2007,5,15,"Tim","Russert"
"1385","comedian","Comedy",2007,5,16,"Don","Rickles"
"1386","editor","Media",2007,5,17,"Brink","Lindsey"
"1387","film-maker","Media",2007,5,2,"Pierre","Rehov"
"1388","journalist","Media",2007,5,21,"Zaki","Chehab"
"1389","former united states secretary of education","Politician",2007,5,22,"Margaret","Spellings"
"1390","military","Military",2007,5,23,"Lt.","Col. Kevin Robbins"
"1391","former vice president","Politician",2007,5,24,"Al","Gore"
"1392","broadcaster","Media",2007,5,3,"Ted","Koppel"
"1393","writer","Media",2007,5,7,"Lee","Gutkind"
"1394","professor","Academic",2007,5,8,"George","Tenet"
"1395","historian","Academic",2007,5,9,"Michael","Beschloss"
"1396","comedian","Comedy",2007,6,11,"David","Steinberg"
"1397","political consultant","Consultant",2007,6,12,"Robert","Shrum"
"1398","historian","Academic",2007,6,13,"Allan","Brandt"
"1399","actress","Acting",2007,6,14,"Angelina","Jolie"
"1400","actor","Acting",2007,6,18,"Steve","Carell"
"1401","journalist","Media",2007,6,19,"Brian","Williams"
"1402","journalist","Media",2007,6,20,"Fareed","Zakaria"
"1403","writer","Media",2007,6,21,"Greg","Bear"
"1404","journalist","Media",2007,6,25,"Steve","Vogel"
"1405","actor","Acting",2007,6,26,"Bruce","Willis"
"1406","filmmaker","Media",2007,6,27,"Michael","Moore"
"1407","actress","Acting",2007,6,28,"Claire","Danes"
"1408","us representative","Politician",2007,6,4,"Rep.","Ron Paul"
"1409","actor","Acting",2007,6,5,"Paul","Rudd"
"1410","pundit","Consultant",2007,6,6,"Michael","Barone"
"1411","stand-up comedian","Comedy",2007,6,7,"Eddie","Izzard"
"1412","broadcaster","Media",2007,7,16,"Josh","Rushing"
"1413","actor","Acting",2007,7,17,"Christopher","Walken"
"1414","cartoonist","Media",2007,7,18,"Matt","Groening"
"1415","actor","Acting",2007,7,19,"Adam","Sandler"
"1416","astrophysicist","Science",2007,7,23,"Neil","deGrasse Tyson"
"1417","professor","Academic",2007,7,24,"Robert","Pallitto"
"1418","correspondent","Media",2007,7,25,"Rob","Gifford"
"1419","historian","Academic",2007,7,26,"Robert","Dallek"
"1420","journalist","Media",2007,7,30,"Alastair","Campbell"
"1421","advocate","Advocacy",2007,7,31,"Lewis","Gordon Pugh"
"1422","author","Media",2007,8,1,"Jed","Babbin"
"1423","commentator","Media",2007,8,13,"Bill","Kristol"
"1424","actor","Acting",2007,8,14,"Denis","Leary"
"1425","columnist","Media",2007,8,15,"Stephen","F. Hayes"
"1426","us senator","Politician",2007,8,16,"Sen.","John McCain"
"1427","actor","Acting",2007,8,2,"Matt","Damon"
"1428","author","Media",2007,8,20,"Nikolas","Kozloff"
"1429","author","Media",2007,8,21,"Alan","Weisman"
"1430","us senator","Politician",2007,8,22,"Sen.","Barack Obama"
"1431","military","Military",2007,8,23,"Lt.","Col. John Nagl"
"1432","actor","Acting",2007,8,7,"Andy","Samberg"
"1433","us senator","Politician",2007,8,8,"Sen.","Joe Biden"
"1434","writer","Media",2007,8,9,"Tal","Ben-Shahar"
"1435","comedian","Comedy",2007,9,10,"Jeff","Garlin"
"1436","actress","Acting",2007,9,11,"Jodie","Foster"
"1437","freelance writer","Media",2007,9,12,"Robert","Draper"
"1438","journalist","Media",2007,9,13,"Douglas","Farah"
"1439","economist","Academic",2007,9,18,"Alan","Greenspan"
"1440","political figure","Politician",2007,9,19,"Gen.","Wesley Clark"
"1441","president","Politician",2007,9,20,"President","Bill Clinton"
"1442","author","Media",2007,9,24,"John","Bowe"
"1443","president","Politician",2007,9,25,"President","Evo Morales"
"1444","actor","Acting",2007,9,26,"Jamie","Foxx"
"1445","filmmaker","Media",2007,9,27,"Ken","Burns"
"1446","author","Media",2008,1,1,"Peggy","Noonan"
"1447","consultant","Political Aide",2008,1,1,"Tim","Gunn"
"1448","television host","Media",2008,1,1,"Conan","O'Brien"
"1449","television personality","Media",2008,1,10,"Lou","Dobbs"
"1450","journalist","Media",2008,1,14,"Fareed","Zakaria"
"1451","lawyer","Misc",2008,1,15,"John","Bolton"
"1452","columnist","Media",2008,1,16,"Jonah","Goldberg"
"1453","consultant","Political Aide",2008,1,17,"Allen","Raymond"
"1454","editor","Media",2008,1,21,"Jon","Meacham"
"1455","writer","Media",2008,1,22,"Jim","Wallis"
"1456","political satirist","Media",2008,1,23,"P.","J. O'Rourke"
"1457","journalist","Media",2008,1,24,"Gerri","Willis"
"1458","american football quarterback","Athletics",2008,1,28,"Phil","Simms"
"1459","biographer","Media",2008,1,29,"Doris","Kearns Goodwin"
"1460","author","Media",2008,1,30,"Peggy","Noonan"
"1461","correspondent","Media",2008,1,31,"Karen","Tumulty"
"1462","television actor","Acting",2008,1,7,"Ronald","Seeber"
"1463","commentator","Media",2008,1,8,"David","Frum"
"1464","author","Media",2008,1,9,"John","Zogby"
"1465","editor","Media",2008,10,1,"Gideon","Rose"
"1466","author","Media",2008,10,13,"Amity","Shlaes"
"1467","former white house press secretary","Political Aide",2008,10,14,"Ari","Fleischer"
"1468","comedian","Comedy",2008,10,15,"Richard","Lewis"
"1469","former united states secretary of labor","Politician",2008,10,16,"Robert","Reich"
"1470","actor","Acting",2008,10,2,"Clint","Eastwood"
"1471","author","Media",2008,10,20,"Eugene","Jarecki"
"1472","author of novels","Media",2008,10,21,"Christopher","Buckley"
"1473","journalist","Media",2008,10,22,"Tom","Brokaw"
"1474","former us senator","Politician",2008,10,23,"Jon","Corzine"
"1475","reporter","Media",2008,10,27,"Campbell","Brown"
"1476","comedian","Comedy",2008,10,28,"Steve","Martin"
"1477","us president","Politician",2008,10,29,"Barack","Obama"
"1478","commentator","Media",2008,10,30,"Bill","Kristol"
"1479","actor","Acting",2008,10,6,"Tim","Robbins"
"1480","author","Media",2008,10,7,"Sarah","Vowell"
"1481","first lady of the united states","Politician",2008,10,8,"Michelle","Obama"
"1482","actor","Acting",2008,10,9,"Robert","De Niro"
"1483","journalist","Media",2008,11,11,"Thomas","L. Friedman"
"1484","business magnate","Business",2008,11,12,"T.","Boone Pickens"
"1485","television host","Media",2008,11,13,"Bill","O'Reilly"
"1486","journalist","Media",2008,11,17,"David","Frost"
"1487","actor","Acting",2008,11,18,"Denis","Leary"
"1488","editor","Media",2008,11,19,"Jon","Meacham"
"1489","stand-up comedian","Comedy",2008,11,20,"Richard","Belzer"
"1490","biographer","Media",2008,11,3,"Doris","Kearns Goodwin"
"1491",NA,NA,2008,11,4,"Indecision","2008 Live Election Night Special"
"1492","television host","Media",2008,11,5,"Chris","Wallace"
"1493","actor","Acting",2008,11,6,"Paul","Rudd"
"1494","actress","Acting",2008,12,1,"Anne","Hathaway"
"1495","comedian","Comedy",2008,12,10,"Don","Rickles"
"1496","actor","Acting",2008,12,11,"Philip","Seymour Hoffman"
"1497","journalist","Media",2008,12,2,"Calvin","Trillin"
"1498","author","Media",2008,12,3,"Arianna","Huffington"
"1499","film director","Media",2008,12,4,"Ron","Howard"
"1500","author","Media",2008,12,8,"Matthew","Alexander"
"1501","former governor of arkansas","Politician",2008,12,9,"Mike","Huckabee"
"1502","author","Media",2008,2,11,"Philip","Shenon"
"1503","commentator","Media",2008,2,12,"Bill","Kristol"
"1504","author","Media",2008,2,13,"Mark","Siegel"
"1505","writer","Media",2008,2,14,"Lee","Siegel"
"1506","former united states secretary of state","Politician",2008,2,26,"Madeleine","Albright"
"1507","professor","Academic",2008,2,27,"Allen","Guelzo"
"1508","journalist","Media",2008,2,28,"Brian","Williams"
"1509","comedian","Comedy",2008,2,4,"Stephen","Colbert"
"1510","television host","Media",2008,2,5,"Chris","Wallace"
"1511","journalist","Media",2008,2,6,"Tom","Brokaw"
"1512","writer","Media",2008,2,7,"Laton","McCartney"
"1513","military","Military",2008,3,10,"Lt.","Gen. William B. Caldwell"
"1514","political advocate","Advocacy",2008,3,11,"Grover","G. Norquist"
"1515","journalist","Media",2008,3,12,"Ronald","Kessler"
"1516","former white house press secretary","Political Aide",2008,3,13,"Dana","Perino"
"1517","author","Media",2008,3,17,"Brian","Fagan"
"1518","economist","Academic",2008,3,18,"Jeffrey","Sachs"
"1519","former us senator","Politician",2008,3,19,"Arlen","Specter"
"1520","journalist","Media",2008,3,20,"Alex","Kingsbury"
"1521","former us secretary of state","Politician",2008,3,3,"Hillary","Clinton"
"1522","us secretary of defense","Politician",2008,3,31,"Chuck","Hagel"
"1523","activist","Advocacy",2008,3,4,"Ralph","Nader"
"1524","author","Media",2008,3,5,"Martin","Fletcher"
"1525","former u.s. senator","Politician",2008,3,6,"Tom","Daschle"
"1526","neuroscientist","Science",2008,4,1,"Simon","LeVay"
"1527","journalist","Media",2008,4,10,"Aram","Roston"
"1528","screenwriter","Media",2008,4,14,"Judd","Apatow"
"1529","law professor","Academic",2008,4,15,"Jack","Goldsmith"
"1530","journalist","Media",2008,4,16,"Peter","Steinfels"
"1531","actress","Acting",2008,4,17,"Uma","Thurman"
"1532","author","Media",2008,4,2,"William","Safire"
"1533","us president","Politician",2008,4,21,"Barack","Obama"
"1534","director","Media",2008,4,22,"John","Waters"
"1535","journalist","Media",2008,4,23,"Howard","Fineman"
"1536","actor","Acting",2008,4,24,"Colin","Firth"
"1537","presidnet","Politician",2008,4,28,"President","Jimmy Carter"
"1538","former u.s. representative","Politician",2008,4,29,"Newt","Gingrich"
"1539","actor","Acting",2008,4,3,"George","Clooney"
"1540","editor","Media",2008,4,30,"Robert","Schlesinger"
"1541","actor","Acting",2008,4,7,"Nathan","Lane"
"1542","journalist","Media",2008,4,8,"Cokie","Roberts"
"1543","journalist","Media",2008,4,9,"Steve","Coll"
"1544","former governor of vermont","Politician",2008,5,1,"Howard","Dean"
"1545","university professor","Academic",2008,5,12,"Douglas","J. Feith"
"1546","former white house press secretary","Political Aide",2008,5,13,"Bill","Moyers"
"1547","journalist","Media",2008,5,14,"John","Harwood"
"1548","actor","Acting",2008,5,15,"Denis","Leary"
"1549","author","Media",2008,5,27,"Matt","Taibbi"
"1550","security expert","Consultant",2008,5,28,"Fred","Burton"
"1551","adviser","Consultant",2008,5,29,"Richard","A. Clarke"
"1552","former majority leader","Politician",2008,5,5,"Harry","Reid"
"1553","journalist","Media",2008,5,6,"Fareed","Zakaria"
"1554","us senator","Politician",2008,5,7,"John","McCain"
"1555","professor","Academic",2008,5,8,"David","D. Perlmutter"
"1556","activist","Advocacy",2008,6,10,"Ralph","Reed"
"1557","author","Media",2008,6,11,"Rick","Shenkman"
"1558","journalist","Media",2008,6,12,"Richard","Engel"
"1559","attorney","Misc",2008,6,16,"David","Iglesias"
"1560","journalist","Media",2008,6,17,"Lara","Logan"
"1561","actor","Acting",2008,6,18,"Steve","Carell"
"1562","actor","Acting",2008,6,19,"Mike","Myers"
"1563","former white house press secretary","Political Aide",2008,6,2,"Scott","McClellan"
"1564","actor","Acting",2008,6,23,"James","McAvoy"
"1565","journalist","Media",2008,6,24,"James","Harding"
"1566","rock band","Musician",2008,6,25,"Coldplay",NA
"1567","broadcaster","Media",2008,6,26,"Ted","Koppel"
"1568","humorist","Media",2008,6,3,"David","Sedaris"
"1569","broadcaster","Media",2008,6,4,"Barbara","Walters"
"1570","actor","Acting",2008,6,5,"Adam","Sandler"
"1571","former us senator","Politician",2008,6,9,"Jim","Webb"
"1572","journalist","Media",2008,7,14,"Andrew","Ward"
"1573","actor","Acting",2008,7,15,"Pierce","Brosnan"
"1574","analyst","Consultant",2008,7,16,"Kenneth","Pollack"
"1575","actress","Acting",2008,7,17,"Maggie","Gyllenhaal"
"1576","author","Media",2008,7,21,"Richard","Bitner"
"1577","actor","Acting",2008,7,22,"Will","Ferrell and John C. Reilly"
"1578","actor","Acting",2008,7,22,"Will","Ferrell and John C. Reilly"
"1579","author","Media",2008,7,23,"T.J.","English"
"1580","television host","Media",2008,7,24,"Geo","Beach"
"1581","former speaker of the the house","Politician",2008,7,28,"Rep.","Nancy Pelosi"
"1582","author","Media",2008,7,29,"Bill","Bishop"
"1583","author","Media",2008,7,30,"Ben","Wattenberg"
"1584","journalist","Media",2008,7,31,"Brian","Williams"
"1585","journalist","Media",2008,8,11,"Ron","Suskind"
"1586","former us senator","Politician",2008,8,12,"Mel","Martinez"
"1587","journalist","Media",2008,8,13,"Philip","P. Pan"
"1588","actor","Acting",2008,8,14,"Ben","Stiller"
"1589","united states senator","Politician",2008,8,26,"Tim","Kaine"
"1590","former governor of vermont","Politician",2008,8,27,"Howard","Dean"
"1591","former senator","Politician",2008,8,28,"Evan","Bayh"
"1592","0",NA,2008,8,29,"(no","guest)"
"1593","actor","Acting",2008,8,4,"Dennis","Hopper"
"1594","actor","Acting",2008,8,5,"Seth","Rogen"
"1595","us senator","Politician",2008,8,6,"Chuck","Schumer"
"1596","television host","Media",2008,8,7,"David","Gregory"
"1597","journalist","Media",2008,9,15,"Barton","Gellman"
"1598","comedian","Comedy",2008,9,16,"Ricky","Gervais"
"1599","actress","Acting",2008,9,17,"Charlize","Theron"
"1600","former british prime minister","Politician",2008,9,18,"Tony","Blair"
"1601","journalist","Media",2008,9,2,"Brian","Williams"
"1602","us president","Politician",2008,9,23,"Bill","Clinton"
"1603","film actor","Acting",2008,9,24,"Aaron","Eckhart"
"1604","journalist","Media",2008,9,25,"Bob","Schieffer"
"1605","journalist","Media",2008,9,29,"Hooman","Majd"
"1606","former u.s. representative","Politician",2008,9,3,"Newt","Gingrich"
"1607","comedian","Comedy",2008,9,30,"Bill","Maher"
"1608","former governor of arkansas","Politician",2008,9,4,"Mike","Huckabee"
"1609","0",NA,2008,9,5,"(no","guest)"
"1610","author","Media",2009,1,12,"Maxwell","Kennedy"
"1611","actor","Acting",2009,1,13,"Daniel","Craig"
"1612","journalist","Media",2009,1,14,"Fareed","Zakaria"
"1613","editor","Media",2009,1,15,"Bethany","McLean"
"1614","journalist","Media",2009,1,19,"Abderrahim","Foukara"
"1615","canon","Clergy",2009,1,20,"Rt.","Rev. V. Gene Robinson"
"1616","correspondent","Media",2009,1,21,"David","Sanger"
"1617","actor","Acting",2009,1,22,"Liam","Neeson"
"1618","presidnet","Politician",2009,1,26,"President","Jimmy Carter"
"1619","journalist","Media",2009,1,27,"Gwen","Ifill"
"1620","astrophysicist","Science",2009,1,28,"Neil","DeGrasse Tyson"
"1621","political scientist","Consultant",2009,1,29,"P.","W. Singer"
"1622","television host","Media",2009,1,5,"David","Gregory"
"1623","author","Media",2009,1,6,"Michael","Wolff"
"1624","television host","Media",2009,1,7,"Rachel","Maddow"
"1625","former white house press secretary","Political Aide",2009,1,8,"Dana","Perino"
"1626","comedian","Comedy",2009,10,1,"Joy","Behar"
"1627","former governor of arizona","Politician",2009,10,12,"Janet","Napolitano"
"1628","aviator","Misc",2009,10,13,"Chesley","Sullenberger"
"1629","author","Media",2009,10,14,"Barbara","Ehrenreich"
"1630","author","Media",2009,10,15,"Jennifer","Burns"
"1631","stand-up comedian","Comedy",2009,10,26,"Susie","Essman"
"1632","economist","Academic",2009,10,27,"Steven","Levitt"
"1633","activist","Advocacy",2009,10,28,"Dr.","Mustafa Barghouti and Anna Baltzer"
"1634","public speaker","Misc",2009,10,28,"Dr.","Mustafa Barghouti and Anna Baltzer"
"1635","comedian","Comedy",2009,10,29,"Wanda","Sykes"
"1636","author","Media",2009,10,5,"Sarah","Vowell"
"1637","united states secretary of the navy","Politician",2009,10,6,"Ray","Mabus"
"1638","innovator","Academic",2009,10,7,"William","Kamkwamba"
"1639","television host","Media",2009,10,8,"David","Gregory"
"1640","tennis player","Athletics",2009,11,10,"Serena","Williams"
"1641","musician","Musician",2009,11,11,"Clarence","Clemons"
"1642","primatologist","Science",2009,11,12,"Jane","Goodall"
"1643","journalist","Media",2009,11,16,"Jake","Adelstein"
"1644","vice president","Politician",2009,11,17,"Joe","Biden"
"1645","television personality","Media",2009,11,18,"Lou","Dobbs"
"1646","rock band","Musician",2009,11,19,"Jack's","Mannequin"
"1647","us senator","Politician",2009,11,2,"Bob","Menendez"
"1648","political strategist","Consultant",2009,11,3,"David","Plouffe"
"1649","journalist","Media",2009,11,30,"Maziar","Bahari"
"1650","former vice president","Politician",2009,11,4,"Al","Gore"
"1651","united states ambassador to the united nations","Government",2009,11,5,"Susan","Rice"
"1652","former united states senator","Politician",2009,11,9,"Kit","Bond"
"1653","journalist","Media",2009,12,1,"Thomas","Friedman"
"1654","journalist","Media",2009,12,10,"Gwen","Ifill"
"1655","actress","Acting",2009,12,14,"Sigourney","Weaver"
"1656","former united states secretary of transportation","Politician",2009,12,15,"Ray","LaHood"
"1657","actor","Acting",2009,12,16,"Hugh","Grant"
"1658","professional road racing cyclist","Athletics",2009,12,2,"Lance","Armstrong"
"1659","journalist","Media",2009,12,3,"Michael","Specter"
"1660","journalist","Media",2009,12,7,"Dan","Rather"
"1661","former governor of arkansas","Politician",2009,12,8,"Mike","Huckabee"
"1662","journalist","Media",2009,12,9,"Andrew","Ross Sorkin"
"1663","journalist","Media",2009,2,10,"Thomas","Ricks"
"1664","professor","Academic",2009,2,11,"Daniel","Sperling"
"1665","former governor of new hampshire","Politician",2009,2,12,"John","Sununu"
"1666","former director of the national economic counscil","Government",2009,2,2,"Lawrence","Lindsey"
"1667","business magnate","Business",2009,2,23,"Jeff","Bezos"
"1668","comedian","Comedy",2009,2,24,"Ricky","Gervais"
"1669","actor","Acting",2009,2,25,"Tom","Selleck"
"1670","journalist","Media",2009,2,26,"Brian","Williams"
"1671","actor","Acting",2009,2,3,"Dev","Patel"
"1672","author","Media",2009,2,4,"Karen","Greenberg"
"1673","author","Media",2009,2,5,"Randall","Balmer"
"1674","writer","Media",2009,2,9,"Walter","Isaacson"
"1675","author","Media",2009,3,10,"Craig","Mullaney"
"1676","actor","Acting",2009,3,11,"Paul","Rudd"
"1677","television personality","Media",2009,3,12,"Jim","Cramer"
"1678","military","Military",2009,3,16,"Gen.","Richard B. Myers"
"1679","actor","Acting",2009,3,17,"Ian","McShane"
"1680","entrepreneur","Business",2009,3,18,"Nandan","Nilekani"
"1681","musician","Musician",2009,3,19,"Bruce","Springsteen"
"1682","scientist","Science",2009,3,2,"Harold","Varmus"
"1683","former associate justice of the supreme court of the united states","Government",2009,3,3,"Sandra","Day O'Connor"
"1684","commentator","Media",2009,3,30,"Jack","Cafferty"
"1685","actor","Acting",2009,3,31,"Seth","Rogen"
"1686","journalist","Media",2009,3,4,"Joe","Nocera"
"1687","actor","Acting",2009,3,5,"Billy","Crudup"
"1688","author","Media",2009,3,9,"Nathaniel","Frank"
"1689","former director of the office of management and budget","Government",2009,4,1,"Peter","R. Orszag"
"1690","baseball athlete","Athletics",2009,4,14,"Ron","Darling"
"1691","us senator","Politician",2009,4,15,"Elizabeth","Warren"
"1692","actor","Acting",2009,4,16,"Ben","Affleck"
"1693","author","Media",2009,4,2,"Tom","Zoellner"
"1694","professor","Academic",2009,4,20,"Reza","Aslan"
"1695","president of liberia","Politician",2009,4,21,"Ellen","Johnson Sirleaf"
"1696","author","Media",2009,4,22,"Philip","Alcabes"
"1697","historian","Academic",2009,4,23,"Richard","Beeman"
"1698","lawyer","Misc",2009,4,27,"Christine","Lagarde"
"1699","journalist","Media",2009,4,28,"Clifford","May"
"1700","biographer","Media",2009,4,29,"Doris","Kearns Goodwin"
"1701","actor","Acting",2009,4,30,"Hugh","Jackman"
"1702","actor","Acting",2009,4,6,"Michael","J. Fox"
"1703","first lady of egypt","Politician",2009,4,7,"Jehan","Al Sadat"
"1704","minority leader of the united states house of representatives","Politician",2009,4,8,"Nancy","Pelosi"
"1705","writer","Media",2009,4,9,"William","D. Cohan"
"1706","scholar","Academic",2009,5,11,"Frank","Partnoy"
"1707","actor","Acting",2009,5,12,"Tom","Hanks"
"1708","author","Media",2009,5,13,"Husain","Haqqani"
"1709","epa administrator","Government",2009,5,14,"Lisa","P. Jackson"
"1710","racing driver","Athletics",2009,5,18,"Sarah","Fisher"
"1711","former u.s. representative","Politician",2009,5,19,"Newt","Gingrich"
"1712","attorney","Misc",2009,5,20,"Elizabeth","Edwards"
"1713","television host","Media",2009,5,21,"Larry","King"
"1714","actor","Acting",2009,5,4,"Denis","Leary"
"1715","journalist","Media",2009,5,5,"Fareed","Zakaria"
"1716","white house sommunications director","Political Aide",2009,5,6,"George","Stephanopoulos"
"1717","former united states secretary of the interior","Politician",2009,5,7,"Ken","Salazar"
"1718","journalist","Media",2009,6,1,"Bob","Woodruff"
"1719","businessman","Business",2009,6,10,"Saad","Mohseni"
"1720","journalist","Media",2009,6,11,"Katie","Couric"
"1721","actor","Acting",2009,6,15,"Ed","Helms"
"1722","writer","Media",2009,6,16,"Tom","Folsom"
"1723","journalist","Media",2009,6,17,"Peter","Laufer"
"1724","former governor of arkansas","Politician",2009,6,18,"Mike","Huckabee"
"1725","political satirist","Media",2009,6,2,"P.J.","O'Rourke"
"1726","basketball player","Athletics",2009,6,22,"Bill","Russell"
"1727","comedian","Comedy",2009,6,23,"Larry","David"
"1728","professor","Academic",2009,6,24,"Reza","Aslan"
"1729","actress","Acting",2009,6,25,"Cameron","Diaz"
"1730","neurologist","Science",2009,6,29,"Oliver","Sacks"
"1731","author","Media",2009,6,3,"Michael","Lewis"
"1732","author","Media",2009,6,30,"Mike","Kim"
"1733","actor","Acting",2009,6,4,"Will","Ferrell"
"1734","singer","Musician",2009,6,8,"Gretchen","Peters"
"1735","financier","Business",2009,6,9,"Peter","Schiff"
"1736","journalist","Media",2009,7,1,"Justin","Fox"
"1737","former us representative","Politician",2009,7,13,"Barney","Frank"
"1738","professor","Academic",2009,7,14,"Peter","Mancall"
"1739","former hhs secretary","Politician",2009,7,15,"Kathleen","Sebelius"
